"ASV","SpearmanRho","pValue","Occurrence","OccurrencePct","Kingdom","Phylum","Class","Order","Family","Genus","Species","CalcifierGeneral","CalcifierLarval","CalcifierAdult","StructureLarval","StructureAdult","MineralForm","PlanktonicLifeHistory","Removal","Description"
"7591",0.0267968479370712,0.813472661710829,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Mikroconchoecia sp. Os099_1_3","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"1001",0.0265376960490435,0.815244440145311,5,6.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"513",0.0260907453787439,0.818302340756656,5,6.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"3260",0.0260059849048649,0.81888255354527,4,5,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia",NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3264",0.0253527224412837,0.8233575871588,3,3.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3384",0.0251348026060286,0.824851661341533,2,2.5,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio","Clio pyramidata","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"3169",0.0247881156735316,0.827229852855649,2,2.5,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Creseidae","Creseis","Creseis conica","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"471",0.0242844897541509,0.830687373334706,3,3.75,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda",NA,"Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"312",0.0236430300816042,0.835095807644441,10,12.5,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"115",0.0228061796801011,0.840854692633765,8,10,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"573",0.022223983062134,0.844866098411696,24,30,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Paraconchoecia allotherium","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"901",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1045",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2231",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"2880",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"2964",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"3143",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Candaciidae","Candacia","Candacia curta","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3531",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Annelida","Polychaeta","Spionida","Spionidae","Laonice","Laonice cirrata CMC01","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Marine worms (sediment burrowers)"
"3658",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"3727",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"3899",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"4531",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"4755",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Flaccisagitta",NA,"No","No","No","None","None","None","Holoplanktonic","No","Chaetognaths (arrow worms)"
"4756",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"4961",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Candaciidae","Candacia","Candacia curta","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5231",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Archiconchoecia","Archiconchoecia striata","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"5527",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5528",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"5812",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6175",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae",NA,NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6374",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Annelida","Polychaeta","Chaetopteridae","Chaetopteridae","Phyllochaetopterus","Phyllochaetopterus sp. 5 JM_2017","No","No","No","None","None","None","Benthic + Meroplanktonic","No","Tube-dwelling marine polychaetes"
"6376",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio","Clio pyramidata","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"6606",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6607",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6608",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron maximum","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"6873",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Physophoridae","Physophora","Physophora hydrostatica","No","No","No","None","None","None","Holoplanktonic","No","Colonial hydrozoans (e.g., Portuguese man o' war)"
"7105",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea",NA,"Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"7363",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae",NA,NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"7364",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"7365",0.0219246937666947,0.846929781101056,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1481",0.0216923430173038,0.848532614795443,4,5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"6757",0.0205845366170061,0.856182974233399,2,2.5,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia","Amphiodia cf_ urtica EAC_2010","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"3553",0.0198613727197059,0.861184250149238,4,5,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae",NA,NA,"Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"4507",0.0195011399529532,0.86367760845004,2,2.5,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus redondoensis","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"1833",0.0194889719812114,0.86376185270137,4,5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"810",0.0182010639560896,0.872687015823671,2,2.5,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"213",0.0180452380361374,0.873767986114962,24,30,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"916",0.0178750936313545,0.874948548147254,3,3.75,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"740",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1066",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1144",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Labidocera trispinosa","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1337",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"1575",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella dentata","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"1745",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata","Lysmata californica","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"1998",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia",NA,"Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"2528",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Mollusca","Gastropoda","Pteropoda","Creseidae","Creseis","Creseis conica","Yes","Yes","Yes","External shell","External shell","Aragonite","Holoplanktonic","No","Sea butterflies"
"2970",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Mollusca","Gastropoda","Nudibranchia","Glaucidae","Hermissenda","Hermissenda opalescens","Variable","Variable","No","External shell","None","Aragonite","Meroplanktonic","No","Shell-less sea slugs"
"3007",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Calanidae","Calanus","Calanus pacificus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"3742",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Conchoecia magna","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"3915",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes simplex","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"4084",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Proceroecia","Proceroecia procera","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Ostracods (seed shrimp)"
"4273",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes","Variable","No","Variable","None","Exoskeleton","Calcite","Meroplanktonic","No","Crabs, lobsters, shrimp"
"4882",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"4883",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus jobei","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5104",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia recurva","Variable","No","Variable","None","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Krill"
"5410",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora villosa","Yes","Yes","Yes","External shell","External shell","Calcite","Meroplanktonic","No","Encrusting bryozoans"
"5562",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus pergens","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Copepods"
"5564",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophionereidae","Ophionereis",NA,"Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
"5565",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Arthropoda","Copepoda","Poecilostomatoida","Oncaeidae","Oncaea","Oncaea sp.","Variable","Variable","Variable","Exoskeleton","Exoskeleton","Chitin + Calcium","Holoplanktonic","No","Parasitic or predatory copepods"
"6053",0.0170525395963181,0.880659716566352,1,1.25,"Eukaryota","Echinodermata","Ophiuroidea","Amphilepidida","Ophiocomidae","Ophiopteris","Ophiopteris papillosa","Yes","Yes","Yes","Internal skeleton","Internal skeleton","Calcite","Meroplanktonic","No","Brittle stars"
